,1368624604,450181436,1927888393,1759567256,606425239,19268348,1298201670,2041736264,379756761,28837162
0,29487,29643,30031,29651,29645,30052,29622,29938,29501,29910
1,29648,30031,29722,29487,29532,30093,29579,29784,29148,29835
2,29502,29910,30082,29637,29532,30054,29673,29782,29277,29782
3,29342,30011,29877,29645,29506,29951,29716,29875,29546,29414
4,29470,29966,29897,29571,29663,30139,29777,29985,29225,30032
5,29417,29877,29960,29680,29577,30163,29580,29823,29360,29931
6,29441,30009,29769,29667,29325,30097,29608,29568,29566,29767
7,29408,29671,29891,29597,29557,30183,29703,29703,29361,29819
8,29473,29937,29764,29443,29479,30131,29783,29824,29230,29841
9,29508,29881,29704,29589,29631,30168,29670,29989,29290,29858
10,29548,29821,29919,29542,29420,30075,29794,29631,29427,29714
11,29494,29727,29875,29468,29872,30315,29772,29705,29189,29700
12,29461,29913,29842,29476,29776,30092,29671,29872,29226,29775
13,29198,29949,29568,29469,29476,30168,29851,29796,29257,29836
14,29495,29978,29831,29484,29539,30113,29671,29616,29275,29747
15,29243,29946,29949,29784,29526,30194,29693,29755,29429,29700
16,29504,29891,29737,29595,29519,30083,29693,29666,29377,29568
17,29290,29936,29634,29578,29604,29978,29820,30024,29231,29883
18,29448,30037,30040,29513,29476,30243,29764,29588,29471,29641
19,29222,30141,29699,29601,29498,30145,29761,29795,29290,29777
20,29553,29846,29668,29550,29476,30215,29677,29816,29331,29912
21,29642,29992,30120,29477,29364,30118,29557,30129,29252,29639
22,29372,30006,29693,29557,29620,29811,29847,29916,29440,29872
23,29524,29840,29789,29644,29450,30070,29774,29720,29478,29771
24,29311,29986,29902,29648,29509,30208,29768,29725,29335,29746
25,29271,29880,29921,29582,29488,30235,29567,29767,29266,29691
26,29363,29774,29581,29704,29478,30040,29917,30120,29243,29872
27,29501,29905,29837,29607,29643,30170,29883,30175,29288,29874
28,29673,29774,29888,29368,29736,30163,29654,29925,29380,29749
29,29401,30069,30002,29537,29512,30034,29850,29881,29322,29495
