,1368624604,450181436,1927888393,1759567256,606425239,19268348,1298201670,2041736264,379756761,28837162
0,28140,28783,28343,28297,28140,28377,28363,28652,28093,28320
1,28214,28517,28039,27951,28271,29258,28524,28684,27864,28815
2,28088,29123,28453,28005,28311,28308,28038,29173,28685,28454
3,27871,28904,28464,28729,28538,28688,28243,28802,28213,28787
4,28090,28323,28475,28679,27967,28500,28584,28673,28515,28238
5,28277,28675,28069,28359,27952,28750,28556,28807,28498,28152
6,27631,28234,28440,28095,28442,28596,28721,28416,28139,28421
7,28601,28902,28453,28202,28032,28845,28039,28531,28176,28203
8,27838,28730,28169,28201,28046,28566,28229,28788,28275,28364
9,27995,28527,28263,28208,28702,28616,28242,28527,28032,28909
10,28327,28477,28669,28468,28476,28481,28059,28497,27878,28522
11,28012,28732,28294,28311,28248,28273,28174,29045,28064,28620
12,28505,29280,28309,28462,28334,28641,28580,28521,28186,28577
13,27966,28625,28488,28313,28163,28574,28451,28534,28050,28503
14,28044,28766,28485,28010,28443,28568,28195,28369,28653,28403
15,28556,28170,28238,28388,28694,28594,28157,28502,28534,28359
16,28116,28364,28218,28302,28819,28561,28618,28208,28031,28925
17,28264,28788,28413,28316,28126,28726,28469,28349,28081,28237
18,28023,28628,28576,28210,28288,28595,28496,28344,28201,28048
19,28277,28698,28623,28205,28403,28714,28765,28479,28070,28737
20,27857,28696,28358,28452,28602,28661,28189,28391,27831,28448
21,28135,28314,28675,28542,28111,28660,28888,28801,28354,28146
22,28064,28982,28407,28550,28172,28714,28394,28693,28714,28573
23,28602,28236,28132,28772,28379,28632,28504,29087,28120,28372
24,27974,28630,28909,28343,28468,29406,28355,28540,28248,28517
25,28149,28791,28201,28404,28586,28314,28385,28559,28807,28296
26,27951,28566,28190,28065,27852,28369,28730,28420,28386,28393
27,28483,28417,28319,28531,28255,28280,28206,28773,28172,28237
28,28336,29254,28329,28381,28532,28392,28524,28347,28097,28475
29,28116,28687,28492,28289,28203,28473,28504,28440,28206,28041
