,1368624604,450181436,1927888393,1759567256,606425239,19268348,1298201670,2041736264,379756761,28837162
0,19.98843288,26.86209321,22.95917249,24.52246141,38.72523141,41.39020348,28.59763455,22.03611302,32.2530899,32.82648015
1,23.47486329,33.76108575,34.36748075,36.88289666,27.05275226,14.73481178,25.92409897,25.08691502,43.7880578,13.62992144
2,28.48137426,18.91514993,25.42420745,42.40565562,25.86260915,46.78365755,40.34737206,15.95746017,18.29168105,26.12242436
3,27.12987137,19.94476271,22.63414288,15.43857622,22.95695448,23.46005297,27.94252777,26.86750555,23.79500079,14.77201796
4,29.21563411,50.35932279,27.07384634,15.1287899,43.92305112,28.33930206,25.98508883,22.80067444,23.48063922,31.27237487
5,21.32481694,31.97152328,40.00784707,27.59023118,46.33335114,24.92020726,21.35584044,22.55277085,22.72794008,34.98716259
6,48.6596415,43.64106536,22.28480172,35.8819313,25.75061655,28.38479781,16.39158154,38.04225063,33.01916599,25.86157918
7,13.93545294,27.06562352,21.74219966,27.79479599,43.4677403,28.22403669,40.81314611,27.60927606,33.27833319,37.18592381
8,30.00945425,29.83729863,33.15447116,29.48688698,37.28271842,26.4638555,32.21644831,21.75350642,25.03474092,21.20165539
9,26.31314135,30.00702238,29.79622173,25.83037567,17.99057031,29.54215527,28.39103675,31.27162242,27.14813304,18.26656103
10,28.36877656,34.13705468,18.89594555,21.57493186,22.78354979,27.78746009,37.06750536,33.51501393,54.59309673,20.89581847
11,32.50400972,28.070755,27.52724862,34.55905294,34.91317677,48.97521996,30.38493991,21.30665302,30.73308539,18.86882925
12,20.05380487,13.52883077,29.58636832,23.76207876,33.93915749,28.60632205,18.47947741,31.64444351,19.85281348,22.40665746
13,37.2964859,25.88234568,25.16664243,27.7415626,30.47152543,33.44005442,23.66442156,35.55756426,37.9565587,32.64444184
14,33.40859365,25.21993995,28.60099626,46.7240622,20.62011933,39.15260029,34.73687387,38.84262776,17.49536109,29.34503365
15,20.23215032,46.02233243,39.14016485,28.9554522,18.63882136,36.63828897,36.08922219,35.53223515,20.53391671,30.75885463
16,24.39278722,41.48010302,30.95570278,41.00499368,18.97522569,34.01631832,16.85921073,53.87967825,33.19667768,9.135914326
17,22.95202494,29.52887034,19.07067323,25.68399811,39.96770406,23.51221275,23.85884237,34.39284801,25.12674093,34.1521337
18,26.17624259,28.53417659,21.56952262,33.56174588,27.93495774,28.27226877,16.66869569,34.28492451,24.66526127,41.64396858
19,21.87516737,32.86133599,23.46134782,30.71586013,24.98717904,28.30838203,15.25437522,31.66590667,38.47697759,16.76588011
20,33.81569695,33.70439124,25.88895726,24.24608803,21.01806831,29.62414432,33.00861716,47.61982059,46.90892792,24.23159409
21,28.12122011,37.77352142,14.85386443,22.92742991,34.83048463,20.34870124,14.10833812,27.96161366,28.21167827,36.49485302
22,26.87485266,19.45519972,21.897995,18.15381622,31.17387033,24.80383062,29.76835704,27.36479449,17.8164618,18.54901552
23,15.49315166,57.87971878,34.28641415,18.26883721,28.2515626,28.62377691,26.13302064,15.06700611,34.25166106,39.90880442
24,31.9340682,32.87858653,11.27106619,24.18842983,22.24454284,12.4005847,30.18352509,28.52007771,29.08176565,23.6094749
25,27.56802273,23.25871634,29.95663977,22.89309311,20.18971443,47.08756781,27.49178267,34.34350157,15.61170483,22.02453041
26,27.61432147,32.11733961,38.02841616,28.38095832,55.03757763,38.42068243,15.97312212,31.91657281,23.61423373,26.56273532
27,15.27655458,42.55488443,39.20300603,24.34065986,35.75324965,32.23440671,30.99936056,24.02015615,27.33514667,27.6655457
28,18.73261285,16.58073139,27.01706266,21.65817404,26.36118317,34.35168052,25.50844002,34.42485309,38.72365284,26.52855086
29,30.78185058,29.57078528,23.74610901,27.96053529,36.86721563,31.91822386,28.26746225,38.9775219,25.4591825,51.16827321
