,1368624604,450181436,1927888393,1759567256,606425239,19268348,1298201670,2041736264,379756761,28837162
0,28598,29113,28649,29197,28783,28972,29018,28907,28522,28423
1,28531,29243,28761,28977,29013,29259,28727,29055,28691,28806
2,28765,28641,28781,28720,29475,28984,28782,29050,28536,28990
3,28713,29167,28999,29177,28490,29372,29053,29155,28739,28697
4,28484,28923,28808,28360,28848,29275,29002,28388,28664,29335
5,28153,29143,28553,28657,28683,29300,28902,29034,29002,28978
6,28267,29033,28789,28771,28915,29058,28851,29384,28673,28885
7,28406,28828,28940,28876,29020,29458,28950,29033,28763,29458
8,28760,29038,28635,28568,28415,28770,28591,28906,28353,28783
9,28446,28800,28619,28898,28274,29119,28743,29024,28538,28929
10,28376,28893,28722,28651,28513,28999,28485,28835,28389,28745
11,28660,29246,29120,28741,28415,28978,28599,29137,28667,28644
12,28451,28846,28815,29322,29220,29090,28928,29166,28608,29015
13,28627,28881,28593,28780,28918,28938,28984,29045,28685,28955
14,28081,29217,28614,28730,28543,29073,28537,28790,28150,28653
15,28121,29052,28804,28618,28738,29108,28749,28889,28088,28859
16,28299,29066,29171,28538,28767,29177,28944,29074,28312,28645
17,28802,28691,28789,28752,28579,28888,29154,28774,28606,28866
18,28512,29002,28405,28789,28849,28983,28793,28818,28457,28831
19,28537,28812,28532,28886,29028,29037,28812,29459,28563,29265
20,28268,29527,28981,28613,28440,29289,29393,28894,28677,28841
21,28998,28906,28742,28553,28656,29119,28318,28773,28888,28593
22,28696,28796,28576,29091,29225,29076,29432,29119,28556,28515
23,28583,28970,28553,29012,29038,28542,28840,28769,28375,29180
24,28896,29128,28916,29006,28849,28743,28653,29019,28332,28909
25,28922,29161,29267,28363,28448,28910,29147,28680,28620,28651
26,28488,29063,29031,28850,29101,28631,28797,29032,28283,28451
27,28600,28784,28900,29113,28684,28963,28915,28845,28437,28835
28,28657,28915,28910,28705,28672,29092,28649,29327,28500,29062
29,28555,29163,28719,28622,28977,28900,28845,29301,28538,28723
